@RELATION csvToArff

@ATTRIBUTE credit_lines_outstanding REAL
@ATTRIBUTE payment_to_incomeratio REAL
@ATTRIBUTE debt_to_incomeratio REAL
@ATTRIBUTE years_employed REAL
@ATTRIBUTE fico_score REAL
@ATTRIBUTE default REAL

@DATA
1,0.069004116,0.091905744,6,611,0
0,0.054073851,0.085653241,5,626,0
1,0.065090534,0.108676545,6,631,0
0,0.065647541,0.093220998,5,555,0
0,0.06024692,0.086010718,4,651,0
1,0.071786109,0.106420943,6,651,0
0,0.050719451,0.01,3,608,0
2,0.067195451,0.166729998,4,526,0
0,0.048693457,0.052590614,5,717,0
2,0.059878953,0.190928914,1,637,0
0,0.064203727,0.020177765,5,656,0
1,0.042745972,0.101801383,4,529,0
1,0.045517826,0.093024548,7,682,0
3,0.07237225,0.203216793,6,634,0
1,0.037721102,0.122070124,6,661,0
2,0.066234778,0.154737628,5,631,0
2,0.058808146,0.16081398,8,711,0
0,0.057218055,0.124558741,4,654,0
1,0.055102005,0.106364537,5,625,0
1,0.06283181,0.109359057,5,703,0
1,0.054040813,0.086492534,7,614,0
0,0.064565967,0.056822065,4,603,0
0,0.082178337,0.01,5,726,0
0,0.054120184,0.069933531,2,735,0
0,0.066537137,0.054533953,4,673,0
3,0.052743031,0.233878158,4,699,0
4,0.055275383,0.239176885,2,583,1
3,0.068879759,0.216808088,2,561,1
1,0.068321383,0.096690491,6,674,0
1,0.046986223,0.117422016,4,646,0
0,0.081308267,0.097047081,3,652,0
3,0.060959168,0.206056627,4,618,0
5,0.05489843,0.349355935,5,578,1
3,0.050662536,0.212048914,5,579,0
2,0.044975578,0.141582005,8,657,0
0,0.062268001,0.046485831,4,731,0
1,0.05949219,0.110398962,5,666,0
3,0.078698,0.183336087,6,631,0
0,0.036674687,0.050162674,6,655,0
3,0.036231625,0.205458776,5,691,0
1,0.054240427,0.113868267,4,553,0
1,0.042976935,0.073965853,9,614,0
1,0.06434846,0.14196082,2,732,0
0,0.060765592,0.089592603,6,724,0
2,0.067048797,0.175308958,3,637,0
1,0.067525625,0.109356933,6,718,0
2,0.065907648,0.159255039,3,547,0
4,0.07483341,0.237250011,2,492,1
0,0.068669578,0.073838676,4,590,0
5,0.069198755,0.280530528,6,643,1
0,0.046993572,0.066756373,3,524,0
1,0.061005159,0.077477582,6,704,0
0,0.072150815,0.06297166,5,688,0
5,0.054820686,0.250508611,6,544,1
0,0.059689901,0.056083734,4,602,0
3,0.077322815,0.166924504,4,616,0
0,0.050473015,0.071465743,6,641,0
3,0.084303715,0.208188242,2,610,1
5,0.05783504,0.278452594,3,613,1
0,0.060933859,0.081257754,2,678,0
0,0.050618371,0.053892965,2,791,0
4,0.063958643,0.26431525,1,566,1
2,0.051409538,0.150111109,4,686,0
0,0.040558025,0.089089491,4,635,0
0,0.054020371,0.057078848,6,587,0
1,0.040607528,0.081980063,8,598,0
2,0.065284998,0.135230158,4,679,0
2,0.054421952,0.166463454,5,619,0
0,0.044239382,0.068085237,5,686,0
2,0.056466359,0.185853662,3,665,0
1,0.04186243,0.129149809,5,733,0
0,0.051299242,0.047843254,5,621,0
0,0.054114527,0.01155809,2,692,0
1,0.05876844,0.096837479,5,654,0
1,0.057484655,0.109351534,6,646,0
0,0.051804739,0.08707931,2,624,0
1,0.057656448,0.119755246,6,576,0
4,0.059080441,0.241613968,2,509,1
1,0.051226672,0.119890217,7,678,0
1,0.052934722,0.078474191,5,653,0
1,0.053390875,0.10434866,5,683,0
1,0.045772011,0.068186199,7,675,0
0,0.046211422,0.05660925,5,673,0
0,0.050359252,0.021920292,4,591,0
0,0.060152868,0.013180914,4,646,0
0,0.06211696,0.071960692,6,680,0
5,0.077270411,0.271677773,3,635,1
0,0.056846987,0.07494581,4,599,0
0,0.058260856,0.065615454,3,552,0
1,0.0698831,0.081254328,5,589,0
4,0.048707324,0.280714887,0,563,1
0,0.078073658,0.071419871,3,586,0
0,0.059249172,0.042628678,5,578,0
2,0.069575841,0.141973196,6,638,0
0,0.068791715,0.066370488,3,591,0
0,0.051371294,0.01,6,628,0
2,0.069522148,0.120693298,8,624,0
0,0.059243082,0.073093746,4,831,0
1,0.070567444,0.052275443,7,616,0
1,0.074435915,0.14057115,5,774,0
5,0.057345412,0.272589468,3,570,1
5,0.070291609,0.287288571,3,623,1
5,0.072820615,0.256119789,4,532,1
0,0.044961007,0.01,8,694,0
3,0.070250655,0.206541699,4,584,1
2,0.047216603,0.113849369,8,674,0
1,0.053727792,0.080554689,6,542,0
5,0.074198632,0.316298587,5,642,1
0,0.060333978,0.069267562,5,581,0
1,0.062251315,0.120980821,6,600,0
0,0.064431513,0.056080189,3,553,0
1,0.066194032,0.133297464,4,625,0
0,0.079580536,0.071948693,2,620,0
3,0.055474548,0.190423886,4,608,0
1,0.070837328,0.098238033,4,725,0
0,0.062419832,0.065330118,4,541,0
0,0.057865566,0.038453768,8,693,0
0,0.038799172,0.064921528,4,638,0
5,0.041898482,0.27930582,4,481,1
3,0.051380268,0.168065158,8,660,0
0,0.059949514,0.081213163,5,660,0
5,0.064077866,0.322335996,3,514,1
1,0.055169955,0.077319579,6,632,0
3,0.032250687,0.184801519,5,724,0
5,0.061000749,0.302295133,4,606,1
0,0.064823794,0.084758067,5,605,0
3,0.039325732,0.175146534,8,722,0
0,0.065988492,0.08369125,4,567,0
0,0.047619636,0.05131779,4,610,0
1,0.063230479,0.124131876,5,677,0
4,0.071618989,0.265135381,1,509,1
2,0.054486725,0.152285269,4,634,0
5,0.07170724,0.3152333,1,500,1
3,0.041292061,0.200947538,5,611,0
3,0.068283701,0.154648581,6,476,0
1,0.051106694,0.107994725,7,627,0
0,0.063767687,0.094984602,2,771,0
0,0.056810353,0.062023441,5,669,0
0,0.074904139,0.037170655,5,728,0
3,0.061280681,0.209250772,6,543,0
0,0.063500385,0.030010952,5,707,0
2,0.032991989,0.14467159,5,599,0
0,0.057933731,0.01,3,619,0
5,0.066565524,0.349900332,5,609,1
1,0.061606829,0.112900102,6,575,0
0,0.067671738,0.08114343,4,622,0
0,0.052009026,0.071773795,5,641,0
0,0.029718484,0.042643448,5,621,0
5,0.049971744,0.309390367,3,612,1
3,0.08186008,0.221314634,2,574,1
0,0.043370885,0.061856567,6,626,0
5,0.060224748,0.31763893,6,561,1
1,0.046854402,0.100621554,6,577,0
5,0.065798489,0.296034459,3,602,1
3,0.086337558,0.216776767,4,634,1
0,0.060001412,0.022033552,4,596,0
0,0.053823164,0.084863839,4,728,0
0,0.071465321,0.01,2,609,0
1,0.066091523,0.119495612,5,617,0
3,0.074780597,0.221445235,3,528,1
0,0.068397575,0.063663501,4,635,0
5,0.048301839,0.256516897,5,602,1
4,0.058658646,0.274594817,1,574,1
0,0.046026391,0.065629419,5,705,0
0,0.066275179,0.030619288,3,592,0
2,0.054429378,0.139893721,4,638,0
0,0.080259637,0.076838606,3,687,0
0,0.055216447,0.054952764,2,662,0
1,0.066648239,0.076613692,7,576,0
3,0.049676237,0.158532516,8,613,0
1,0.058800777,0.075606874,5,555,0
5,0.061832622,0.313628243,5,462,1
1,0.061277558,0.100687074,7,688,0
3,0.050911814,0.147862575,6,670,0
0,0.055792287,0.077953047,4,555,0
5,0.080933378,0.255071525,5,607,1
0,0.066322593,0.108894474,3,719,0
4,0.062885443,0.232227105,2,520,1
5,0.054693459,0.288903094,6,637,1
0,0.057788735,0.094943518,3,665,0
1,0.047569698,0.102023763,5,638,0
4,0.057317833,0.219895613,6,707,0
0,0.058934072,0.067118072,6,714,0
0,0.045664863,0.046803979,4,585,0
1,0.060540402,0.091088241,6,655,0
0,0.038301608,0.086602139,4,713,0
1,0.058255203,0.114362075,4,586,0
0,0.07167763,0.06694911,6,728,0
0,0.074205073,0.086128701,2,651,0
2,0.075971327,0.131434774,6,671,0
1,0.057716173,0.073377076,7,681,0
3,0.071816949,0.191723009,5,608,0
0,0.074640459,0.059679887,3,610,0
0,0.040553295,0.079565935,4,648,0
0,0.058523575,0.058996836,2,636,0
4,0.05812712,0.209193862,5,655,1
4,0.051723634,0.232934974,3,521,1
0,0.056397665,0.01,6,651,0
3,0.051178416,0.201725435,5,677,0
1,0.050463112,0.130101416,5,644,0
2,0.069981231,0.162889964,5,633,0
5,0.058055042,0.344839257,4,596,1
2,0.062260604,0.155423047,5,669,0
5,0.058525898,0.273689198,3,605,1
5,0.066955578,0.281178937,3,672,1
5,0.066885215,0.302246809,3,640,1
1,0.041813442,0.148462458,3,738,0
1,0.056659949,0.095925855,5,688,0
5,0.056215274,0.278609919,3,645,1
0,0.03862481,0.0241751,6,593,0
0,0.049333421,0.085381583,2,608,0
1,0.061138317,0.086640919,4,664,0
0,0.071256701,0.062326792,4,587,0
0,0.068925959,0.044824586,4,571,0
2,0.076389487,0.158284585,3,587,0
4,0.066518107,0.226554413,4,755,1
0,0.063691858,0.01,3,616,0
1,0.055887167,0.091721826,6,572,0
0,0.044045505,0.108779791,4,597,0
3,0.047215603,0.194056982,5,707,0
0,0.055412618,0.060977148,3,680,0
5,0.063495005,0.290211038,3,695,1
4,0.074203039,0.28596169,0,621,1
1,0.057928846,0.099550438,5,679,0
4,0.076439173,0.247835776,3,596,1
0,0.065146644,0.080726562,3,635,0
1,0.057980474,0.096440765,7,603,0
0,0.049514414,0.042235913,3,634,0
0,0.054724692,0.048028976,6,688,0
1,0.035117849,0.084703068,6,729,0
1,0.060837845,0.115465065,2,641,0
1,0.049749661,0.097629697,5,687,0
3,0.059072292,0.210237776,5,551,0
0,0.039974283,0.014696554,5,625,0
0,0.033539633,0.061040047,5,634,0
0,0.051069354,0.01,5,626,0
3,0.06434522,0.145688909,7,760,0
2,0.05315302,0.161043349,5,617,0
1,0.058238151,0.141495375,4,737,0
0,0.045468086,0.087351456,5,633,0
0,0.05839822,0.031464799,4,679,0
0,0.06072731,0.044593321,4,656,0
2,0.043900979,0.132443586,8,725,0
0,0.071227219,0.067341225,4,716,0
1,0.046482426,0.079187194,8,579,0
4,0.055082546,0.201056861,7,659,0
0,0.072901058,0.030201497,3,574,0
1,0.081546491,0.12104896,3,540,0
1,0.058361027,0.096080223,6,627,0
1,0.055367288,0.081588925,3,584,0
5,0.059662029,0.28342995,5,536,1
4,0.061698793,0.246167518,5,578,1
0,0.05631956,0.075991631,6,634,0
0,0.069389216,0.078775164,5,633,0
1,0.069382033,0.108425213,6,684,0
1,0.064017635,0.095394293,6,670,0
0,0.047868236,0.01,3,537,0
2,0.048579916,0.145510756,6,620,0
1,0.049709497,0.107639899,7,642,0
5,0.081887287,0.275003307,4,604,1
1,0.066544136,0.07258562,8,673,0
1,0.070321561,0.070423732,7,575,0
3,0.059445542,0.212790689,5,712,0
0,0.046135952,0.061514026,6,652,0
1,0.074196411,0.124180584,3,675,0
0,0.063369918,0.01,2,682,0
4,0.075448812,0.212359862,4,613,1
5,0.072413236,0.309685029,4,465,1
1,0.046597825,0.092324988,5,628,0
5,0.076049744,0.280130291,2,594,1
0,0.069964078,0.051554944,3,699,0
0,0.04832337,0.07775726,5,617,0
0,0.046604542,0.054563209,5,636,0
0,0.058003846,0.063345868,4,732,0
1,0.058448273,0.177313585,3,680,0
5,0.08509497,0.312206064,3,571,1
1,0.055190184,0.098609006,5,598,0
1,0.059427301,0.086584954,5,653,0
2,0.055836364,0.144178578,4,634,0
1,0.053813622,0.116224837,4,550,0
0,0.068782772,0.055336783,6,756,0
1,0.044780209,0.108986941,5,615,0
2,0.074045552,0.119997073,6,634,0
5,0.06447457,0.273478016,3,595,1
1,0.04562498,0.091541893,5,774,0
3,0.080964674,0.208242009,3,610,1
1,0.068707427,0.09254827,6,637,0
0,0.055856369,0.051126786,8,777,0
0,0.061611262,0.079349095,4,688,0
0,0.059013199,0.095559744,5,613,0
2,0.078497565,0.150951297,4,669,0
2,0.045812526,0.11263108,8,713,0
0,0.065193984,0.049693112,6,757,0
1,0.059444777,0.085161329,7,599,0
5,0.080251625,0.282143908,4,546,1
0,0.05767526,0.033266797,5,611,0
0,0.0465402,0.072940542,7,694,0
5,0.06561585,0.30649831,4,518,1
0,0.062152477,0.01920177,3,651,0
0,0.076388194,0.067272102,5,639,0
0,0.043412212,0.059662629,3,667,0
0,0.070977761,0.076983392,6,654,0
1,0.046874674,0.093805999,5,553,0
0,0.057277416,0.069504313,3,658,0
3,0.054336708,0.20136073,4,639,0
4,0.07882978,0.25684701,2,599,1
1,0.046752559,0.094425683,6,671,0
0,0.04853635,0.036424049,4,674,0
0,0.071935316,0.064099341,3,512,0
0,0.069432254,0.080544941,3,620,0
0,0.081558408,0.060265508,5,566,0
2,0.070615084,0.133111872,6,562,0
1,0.031559936,0.07114087,7,668,0
1,0.077069645,0.139180058,2,588,0
0,0.082991885,0.035335379,4,656,0
0,0.05636885,0.066945603,2,565,0
5,0.050771548,0.316333526,4,663,1
0,0.058107616,0.033306544,3,562,0
0,0.068579206,0.015681827,5,663,0
1,0.042422003,0.127810843,5,702,0
0,0.071073159,0.019739715,3,653,0
0,0.053458198,0.01,6,588,0
0,0.067883771,0.090956182,5,634,0
0,0.065236201,0.081365426,4,645,0
5,0.040991054,0.271777164,3,497,1
1,0.038982181,0.126129015,5,630,0
5,0.078583773,0.250491436,3,614,1
0,0.076981422,0.048428517,5,721,0
5,0.06894219,0.330686278,4,664,1
5,0.072606691,0.296731256,4,626,1
2,0.060674877,0.148854023,5,598,0
4,0.070329514,0.264475582,0,557,1
0,0.053236436,0.084097957,5,703,0
1,0.063831629,0.126469139,5,677,0
2,0.0486507,0.126339026,8,698,0
0,0.056676974,0.058930801,6,612,0
0,0.039672452,0.090013295,6,775,0
1,0.039299105,0.076497301,6,622,0
5,0.065405643,0.290294679,3,649,1
1,0.060894537,0.108155458,4,649,0
5,0.058559034,0.268428945,7,671,1
2,0.060414282,0.122941561,5,669,0
0,0.073213619,0.01,6,520,0
0,0.06391545,0.025747936,4,575,0
3,0.06801573,0.210324213,4,653,0
0,0.029568568,0.07696662,6,564,0
5,0.080413752,0.265914109,4,545,1
5,0.070748595,0.266581542,4,506,1
0,0.062025174,0.070116062,4,648,0
0,0.056935581,0.058400992,3,593,0
2,0.066428744,0.167003553,3,599,0
0,0.058231042,0.010972517,5,660,0
0,0.053604999,0.083744314,4,731,0
1,0.065103606,0.101557166,5,711,0
1,0.064274345,0.083561947,5,713,0
5,0.065490655,0.298846966,3,543,1
5,0.059391418,0.304403535,4,632,1
1,0.033708359,0.064380399,7,667,0
1,0.053114379,0.08522809,7,569,0
1,0.081581389,0.089594069,4,696,0
0,0.051735165,0.066429501,4,566,0
0,0.065119341,0.024952872,5,678,0
1,0.05569015,0.092349458,4,667,0
0,0.059999508,0.064635336,5,569,0
1,0.067917803,0.057718277,8,675,0
1,0.050188983,0.082058442,5,675,0
0,0.073595217,0.077328808,4,594,0
3,0.052521257,0.180153017,6,618,0
0,0.050418686,0.081211154,3,625,0
1,0.067619057,0.119409865,5,721,0
0,0.0595402,0.021797728,5,607,0
0,0.065425325,0.023862923,5,627,0
0,0.061932358,0.073834531,2,585,0
0,0.070974787,0.086735008,3,614,0
5,0.058269124,0.326619443,4,696,1
2,0.049526569,0.192302965,2,625,0
1,0.068781846,0.115347137,5,666,0
0,0.053956434,0.089372462,3,685,0
0,0.062042454,0.018312224,4,570,0
0,0.048209101,0.049996939,4,601,0
0,0.065938048,0.065236027,4,688,0
2,0.061416741,0.152359287,5,644,0
1,0.07052023,0.095127304,8,706,0
0,0.053265025,0.014951617,5,678,0
1,0.048416564,0.103580167,5,609,0
0,0.055628818,0.078136035,3,577,0
0,0.055259847,0.076717139,4,698,0
1,0.049759109,0.103508158,7,640,0
0,0.05411594,0.061504187,6,626,0
1,0.077616766,0.12345836,2,640,0
1,0.043128163,0.099643509,7,660,0
1,0.06996493,0.089082723,6,574,0
0,0.058509773,0.064433731,3,733,0
1,0.05194457,0.06889164,6,512,0
5,0.065934521,0.344435572,4,599,1
1,0.059667581,0.11271635,5,710,0
2,0.046072137,0.15160785,6,797,0
0,0.069731601,0.08375864,2,613,0
1,0.064993375,0.138907286,6,725,0
1,0.060249756,0.122965003,6,645,0
1,0.050967359,0.098011368,5,595,0
0,0.059307054,0.077281329,6,787,0
1,0.055027894,0.086283696,5,674,0
0,0.059764153,0.011873447,5,643,0
0,0.074026503,0.048910229,3,634,0
1,0.048100363,0.101785085,7,628,0
5,0.040872082,0.317955665,4,560,1
5,0.059365787,0.277352528,4,565,1
0,0.067374278,0.06418366,4,725,0
0,0.054420277,0.089508544,3,677,0
0,0.036156787,0.045349976,5,684,0
1,0.063238181,0.093903482,7,586,0
1,0.070640806,0.107810995,4,648,0
1,0.049768876,0.086964494,7,543,0
0,0.057636434,0.01,5,573,0
0,0.050017428,0.040323459,4,589,0
2,0.042304716,0.119810672,5,587,0
5,0.06028664,0.288878016,1,618,1
2,0.046759791,0.09181394,8,743,0
1,0.056357746,0.111839978,7,748,0
5,0.035177173,0.291287404,4,507,1
0,0.064199578,0.055825456,4,586,0
0,0.061026198,0.049231153,5,675,0
0,0.066731208,0.01,3,635,0
0,0.056159432,0.097830599,6,624,0
0,0.055296781,0.063125135,4,558,0
1,0.061363909,0.102776975,6,648,0
0,0.067423144,0.075445248,5,707,0
0,0.052297534,0.022904912,5,626,0
5,0.071448782,0.28187715,3,487,1
3,0.052838621,0.195178711,4,674,0
2,0.045701741,0.117364349,7,760,0
0,0.066243407,0.080366603,4,636,0
3,0.065865237,0.221227286,3,546,1
5,0.080209116,0.244067934,3,590,1
5,0.080857483,0.295554413,2,687,1
0,0.066106181,0.060605923,3,575,0
1,0.044903064,0.118150989,5,699,0
0,0.062010883,0.070559642,4,633,0
0,0.057040989,0.063830631,2,556,0
1,0.031762682,0.112254181,6,693,0
0,0.066223486,0.07673242,5,661,0
0,0.06419512,0.091332926,4,674,0
5,0.047261684,0.267931066,5,658,1
0,0.06975711,0.01,5,669,0
2,0.062898832,0.135358424,5,661,0
4,0.080977689,0.256803032,3,636,1
1,0.045145189,0.091764233,8,653,0
0,0.066927873,0.076032067,3,669,0
3,0.064055368,0.200883108,4,643,0
4,0.051579171,0.217771881,8,604,0
0,0.043958037,0.076709159,4,728,0
0,0.067099281,0.014538814,4,618,0
5,0.067119029,0.275346214,3,558,1
0,0.054619295,0.065877757,5,635,0
0,0.036186817,0.074430231,4,547,0
0,0.057495538,0.090124865,3,647,0
2,0.047261879,0.088621086,9,645,0
0,0.063918441,0.041596979,4,593,0
1,0.073310057,0.078559612,6,728,0
0,0.044643112,0.076560564,5,635,0
0,0.061565211,0.08420198,3,658,0
5,0.054100905,0.308950438,3,654,1
0,0.047527212,0.095687044,6,620,0
1,0.055423798,0.10879209,5,708,0
0,0.056487859,0.049145258,3,558,0
1,0.052425852,0.113330091,5,680,0
2,0.072263955,0.172891624,1,620,0
0,0.041042862,0.068775089,5,620,0
1,0.05650534,0.08195885,6,646,0
2,0.077200202,0.157923887,4,673,0
0,0.067226756,0.082674026,5,686,0
0,0.057324438,0.037151216,5,595,0
1,0.040842644,0.065592598,7,690,0
0,0.051095715,0.039757439,4,647,0
0,0.074263459,0.091194071,4,679,0
0,0.054296783,0.100733342,4,690,0
2,0.069417267,0.147515623,4,674,0
1,0.052886077,0.117556344,6,653,0
0,0.039164977,0.075816568,6,689,0
0,0.068480112,0.066259864,5,592,0
3,0.05482241,0.20300287,2,699,1
2,0.045762962,0.145767912,6,581,0
1,0.041304259,0.1241071,6,665,0
2,0.046359296,0.142362972,4,661,0
0,0.042653188,0.064817996,5,568,0
3,0.063514604,0.194059331,3,543,1
1,0.067788996,0.077442453,6,692,0
0,0.056727991,0.021402417,4,694,0
1,0.048311522,0.10491109,6,690,0
0,0.058124282,0.041518216,3,577,0
0,0.061798601,0.077373004,6,604,0
5,0.081025196,0.331701558,3,659,1
0,0.059792662,0.105394142,3,686,0
1,0.046673562,0.074493227,9,613,0
2,0.058520541,0.086842651,7,699,0
1,0.06173505,0.114481823,5,715,0
0,0.065905901,0.01,4,732,0
0,0.054023464,0.065971549,5,624,0
1,0.070058267,0.130735735,2,581,0
1,0.059616401,0.115811646,6,667,0
0,0.065190359,0.07470126,2,602,0
1,0.045107322,0.063962387,5,575,0
1,0.048050102,0.120256335,5,699,0
5,0.067875247,0.279764688,4,473,1
1,0.067227044,0.104731247,7,765,0
0,0.063706711,0.074475937,5,652,0
5,0.052617285,0.201014986,8,635,1
1,0.044605561,0.10809736,7,650,0
3,0.040602356,0.157327144,5,588,0
0,0.068496069,0.023725598,3,639,0
0,0.053916687,0.04108888,3,599,0
1,0.077601389,0.088348739,6,568,0
5,0.063378283,0.261790642,3,635,1
4,0.037558952,0.26029187,5,634,1
0,0.052730998,0.015493044,8,652,0
0,0.053277363,0.01,3,692,0
5,0.074288042,0.264841984,2,698,1
1,0.061245539,0.087374107,5,641,0
5,0.076944124,0.278548899,3,532,1
0,0.083723502,0.057643163,3,641,0
0,0.055000466,0.055530084,5,573,0
0,0.050525125,0.089268801,3,603,0
0,0.038892814,0.026394915,5,622,0
0,0.057227473,0.049728159,5,705,0
5,0.06347627,0.296518777,3,629,1
5,0.065182272,0.304049324,5,630,1
0,0.063563095,0.073569595,5,571,0
1,0.047184534,0.089158714,5,681,0
0,0.043722095,0.078155418,5,597,0
5,0.078087481,0.285239923,3,578,1
1,0.042490584,0.122585464,5,710,0
4,0.059949896,0.255158803,3,597,1
1,0.035867398,0.111810044,5,691,0
1,0.071921144,0.062179469,7,663,0
4,0.06682695,0.241207985,2,595,1
5,0.069160948,0.302869528,4,558,1
1,0.066821107,0.092288257,5,685,0
0,0.057649174,0.059979917,6,621,0
5,0.069000956,0.253714859,4,651,1
5,0.069087544,0.301520861,4,549,1
0,0.082282932,0.07933481,3,564,0
1,0.066090199,0.104365051,6,702,0
0,0.055945032,0.028232565,4,636,0
4,0.062669338,0.240196357,3,565,1
1,0.063015406,0.133267264,3,604,0
5,0.088744982,0.261921683,2,638,1
1,0.069405484,0.12451401,2,600,0
4,0.044091986,0.219794524,4,683,1
0,0.065289833,0.01,4,615,0
0,0.063617918,0.01,3,585,0
1,0.044005648,0.07593821,5,603,0
1,0.050380201,0.11896858,6,601,0
1,0.046260964,0.117094576,6,640,0
1,0.070135876,0.10972818,6,667,0
2,0.064458126,0.136747088,8,646,0
0,0.065854712,0.054942873,6,612,0
0,0.053653375,0.076564552,4,697,0
0,0.072424567,0.086853711,4,645,0
0,0.03396442,0.110771749,4,717,0
1,0.077421593,0.093991379,6,574,0
1,0.062598942,0.09946992,4,617,0
1,0.058160424,0.076848946,7,690,0
5,0.060719871,0.288201058,6,626,1
0,0.059159444,0.070737643,6,600,0
5,0.042848727,0.271295419,3,610,1
5,0.068340018,0.318089892,5,561,1
1,0.068125385,0.100480918,5,622,0
2,0.055561301,0.107816717,8,673,0
3,0.052982745,0.206473607,4,673,0
0,0.052144463,0.01,4,691,0
0,0.05450604,0.031963897,6,740,0
1,0.052513646,0.0965106,6,511,0
0,0.072546769,0.01,3,691,0
0,0.06044886,0.093842195,3,581,0
3,0.059085736,0.183552041,5,702,0
0,0.045965212,0.08946959,4,673,0
0,0.040070013,0.095182222,4,624,0
1,0.058199311,0.108387974,5,645,0
1,0.04804537,0.073921056,6,588,0
0,0.068923323,0.077627231,4,694,0
5,0.044001381,0.342177635,2,638,1
5,0.055862743,0.24154435,5,628,1
1,0.065800489,0.10475413,5,688,0
3,0.047025523,0.183751765,4,682,0
0,0.085541086,0.017455293,4,626,0
0,0.062619023,0.058484132,4,678,0
1,0.059814939,0.090606189,7,644,0
5,0.061012543,0.268661286,2,670,1
0,0.069931005,0.073000846,4,720,0
5,0.056070641,0.287530865,5,606,1
4,0.062160822,0.247411723,1,540,1
0,0.055775343,0.068266763,6,771,0
0,0.062181254,0.089221548,4,662,0
1,0.052917944,0.110306388,6,631,0
0,0.057491594,0.069959711,4,719,0
0,0.063396465,0.077638496,3,523,0
1,0.065224285,0.120347582,3,706,0
1,0.048209668,0.103200936,7,666,0
1,0.062537854,0.074764335,6,647,0
0,0.051618353,0.037071589,4,686,0
2,0.062742512,0.172037655,3,638,0
0,0.05322125,0.023141148,6,611,0
0,0.057514966,0.044505388,4,725,0
0,0.07226726,0.027203603,4,702,0
3,0.047176646,0.228677414,1,521,1
0,0.072565743,0.0587466,5,805,0
1,0.065298878,0.102681039,6,581,0
5,0.056066094,0.319966396,4,639,1
1,0.064632666,0.102878988,5,674,0
0,0.047593014,0.045414638,6,630,0
0,0.072355323,0.058854355,4,681,0
0,0.062853067,0.060214418,5,600,0
1,0.053699128,0.094697448,6,595,0
3,0.05176495,0.179926067,6,612,0
0,0.070978029,0.091286178,3,681,0
0,0.063893498,0.01,5,705,0
1,0.078858354,0.114019872,3,615,0
0,0.078875266,0.059384119,7,724,0
3,0.054083531,0.223062127,2,563,1
2,0.053916585,0.137685585,4,688,0
1,0.057771378,0.096997804,7,652,0
0,0.040922144,0.08080016,4,723,0
1,0.061949278,0.097283995,4,685,0
4,0.070819409,0.216771883,5,629,1
5,0.060004577,0.278395646,3,540,1
3,0.059244759,0.214263377,3,587,1
2,0.057499303,0.151836752,5,620,0
0,0.048938481,0.04526757,4,564,0
1,0.071901017,0.093862591,5,675,0
5,0.057501348,0.241709904,5,625,1
1,0.06726848,0.099947339,5,669,0
1,0.047679499,0.055446986,9,583,0
0,0.070792214,0.064256991,4,647,0
0,0.065733577,0.056479727,4,663,0
2,0.061055676,0.146640011,5,653,0
1,0.045317816,0.105060171,7,740,0
0,0.058057385,0.01,1,640,0
0,0.065966802,0.07826404,4,699,0
0,0.050627926,0.027246728,4,688,0
0,0.071693973,0.049656687,3,657,0
0,0.047148313,0.01,6,554,0
1,0.065015144,0.105492918,7,625,0
1,0.075220751,0.115654278,5,732,0
2,0.071755302,0.142404685,4,650,0
5,0.062465852,0.253618125,5,643,1
0,0.051758696,0.122466126,3,636,0
